SATIS_NO;LEAD_ID;MUSTERI_ID;BAYI_KODU;ARAC_KODU;DANISMAN_ID;SATIS_TARIHI;TESLIMAT_TARIHI;NET_FIYAT;ODEME_TIPI;TAKAS_DEGERI;SASE_NO
S001836;L0009799;C002622;D001;V016;A0011;04.02.2025;14.02.2025;4980000;cash;;WBAPC45LH5LPCYMEN
S000322;L0001837;C002592;D002;V001;A0022;28.07.2025;23.08.2025;3424000;financing;;WBA3401XMDPYM707A
S000686;L0003716;C002135;D014;V002;A0141;12.07.2025;21.08.2025;3835000;financing;1870000;WBA8FJK237XJAWVL2
S000519;L0002774;C001127;D009;V033;A0093;13.01.2025;30.01.2025;5400000;financing;;WBARWADZVEG5KGX9K
S001117;L0005842;C001779;D006;V006;A0063;05.01.2026;15.02.2026;7170000;financing;;WBATSMPPCYK5Y5LWM
S000046;L0000291;C004534;D001;V010;A0011;24.08.2026;24.09.2026;4406000;financing;;WBAJ7PVM42ZR25H4J
S002291;L0012404;C005572;D005;V028;A0054;14.05.2026;30.05.2026;3902000;bank_transfer;1100000;WBA4MHUS9XX5RRU3Y
S000283;L0001569;C004120;D005;V033;A0054;20.07.2026;25.07.2026;5115000;financing;;WBAH9Z9V41SBV6XMF
S001221;L0006510;C002001;D007;V024;A0071;01.12.2025;19.12.2025;2545000;financing;1030000;WBAXBX5T002M7RPBY
S002138;L0011590;C004911;D003;V027;A0031;18.08.2025;03.09.2025;3642000;financing;;WBAFTUL3XFN4UJTVB
S002730;L0014934;C001240;D001;V020;A0013;20.08.2026;02.10.2026;6190000;cash;;WBAGUU4K2FCSYCT8Z
S002469;L0013346;C002416;D001;V011;A0011;21.04.2026;07.05.2026;6161000;financing;;WBAVH4TJ48DR0H3V4
S000064;L0000372;C003421;D004;V019;A0042;21.07.2026;08.08.2026;4346000;cash;;WBANCWDYCF6ZW3WP6
S001751;L0009403;C002001;D007;V025;A0073;03.11.2025;08.11.2025;2961000;financing;;WBA3BE1DVEH67MW36
S001560;L0008426;C002145;D004;V027;A0043;18.05.2026;19.06.2026;3569000;financing;1570000;WBASGGG0HZ5NT7DDK
S001592;L0008695;C003154;D005;V029;A0054;14.03.2025;17.03.2025;3033000;cash;;WBARESYNAV3JPYBSJ
S001845;L0009884;C001762;D013;V012;A0133;04.02.2025;18.03.2025;7080000;financing;;WBACUD7SS2ST6MGCH
S002706;L0014769;C003427;D002;V016;A0023;26.01.2026;21.02.2026;5121000;financing;1340000;WBAT2ACMKJZ1704CU
S002111;L0011418;C003090;D010;V002;A0101;27.06.2026;30.06.2026;3782000;financing;;WBA1ES3KJZ1Z7ABLN
S000486;L0002642;C003599;D009;V027;A0091;28.10.2024;16.11.2024;3573000;financing;;WBAAGSS3HMD4LM75R
S000863;L0004528;C000627;D005;V002;A0054;09.10.2025;17.11.2025;3748000;financing;;WBA91UHEJ5BK1H5FY
S002534;L0013733;C001810;D013;V004;A0133;05.03.2025;25.03.2025;4840000;financing;1720000;WBALX6010U1AFYUZN
S001585;L0008658;C000205;D001;V018;A0014;15.12.2025;29.12.2025;4377000;bank_transfer;;WBA6X1NBY3N13XNRR
S002726;L9405583;C000740;D002;V012;A0022;13.03.2026;28.03.2026;6591000;financing;;WBAPKSVAEXBC8210B
S000980;L0005175;C000829;D001;V031;A0014;27.03.2025;10.05.2025;10307000;cash;;WBAE7G14VSRJSGW0X
S000766;L0004043;C003777;D010;V029;A0101;25.06.2025;19.07.2025;3160000;financing;;WBAZ6K2PBXL62A87Y
S001678;L0009116;C001734;D003;V029;A0033;18.07.2025;29.08.2025;3212000;financing;;WBAXGUEDRF1RV1A9C
S001104;L0005765;C000817;D005;V022;A0051;06.05.2026;08.06.2026;9264000;financing;;WBAJYCMNGMLNGAGTM
S000433;L0002393;C002732;D006;V026;A0064;19.11.2025;09.12.2025;2785000;cash;;WBAVWM6N7RXE3961B
S000507;L0002726;C005792;D005;V028;A0054;31.01.2026;09.02.2026;3939000;financing;;WBA1UN1RAH1PS1X17
S001179;L0006173;C002516;D002;V025;A0024;02.02.2026;17.02.2026;3050000;bank_transfer;910000;WBAGK904BM6HVL8TB
S002523;L0013652;C003803;D003;V008;A0033;25.11.2024;05.01.2025;4073000;bank_transfer;1750000;WBAMWZD0LF0V7P9HB
S000652;L0003502;C005535;D005;V028;A0051;04.12.2025;20.12.2025;3961000;cash;;WBA7ZFA326VF2UHA3
S001337;L0007190;C001733;D001;V009;A0014;30.12.2024;03.02.2025;4621000;cash;;WBA408JDVWFALJ4A1
S000030;L0000145;C003529;D004;V024;A0041;14.04.2026;29.04.2026;2443000;bank_transfer;;WBA3PE66JP0NGE8JE
S001152;L0006040;C003621;D002;V008;A0021;30.07.2026;08.08.2026;4044000;financing;2020000;WBAH5J9UUJFXPK8YP
S001753;L0009410;C000324;D003;V008;A0032;17.03.2026;23.03.2026;4063000;financing;;WBA8P6M657ZXVVXL8
S000782;L0004121;C003300;D002;V015;A0024;18.07.2026;25.07.2026;15672000;cash;8230000;WBA37JACZ3FY094DZ
S000680;L0003675;C001965;D002;V036;A0021;05.06.2026;29.06.2026;13463000;financing;;WBA44EB69BY42JYSJ
S002253;L0012176;C000386;D008;V020;A0083;22.12.2025;23.01.2026;6446000;financing;;WBAAVP5GA7PC2W6EC
S002229;L0012049;C002873;D008;V025;A0083;28.08.2026;27.09.2026;2740000;bank_transfer;1470000;WBA2WR5H769CG8LA7
S001539;L0008338;C004959;D005;V019;A0052;20.09.2025;26.10.2025;4282000;financing;;WBAGXS7P3DT6XB2L7
S000189;L0001051;C001968;D006;V024;A0063;04.02.2026;16.02.2026;2529000;cash;;WBALT0M6WDVSDJJ6T
S000171;L0000951;C002320;D002;V027;A0024;04.08.2025;06.09.2025;3549000;financing;670000;WBAPLKEW4F4K1G3WS
S000044;L0000283;C006152;D004;V026;A0042;07.11.2024;23.11.2024;2665000;cash;930000;WBAWNB8602PEEA31T
S000088;L0000488;C002676;D001;V006;A0014;22.05.2026;08.06.2026;7368000;financing;2670000;WBAAY1TUMF7C1R7VL
S001186;L0006223;C001438;D004;V017;A0043;23.09.2025;05.11.2025;3862000;cash;640000;WBA5XUNMB79X5PNU8
S000842;L0004421;C003375;D003;V012;A0033;07.10.2024;17.10.2024;6859000;cash;;WBA88DCRYL6BMBWWC
S000297;L0001675;C001974;D005;V012;A0054;15.04.2025;19.05.2025;6796000;bank_transfer;2190000;WBAMHFJ7GM3K5VDUL
S001453;L0007870;C001601;D001;V011;A0012;18.08.2025;22.08.2025;6095000;cash;;WBAL5M5MC922A4G0L
S002527;L0013671;C004447;D007;V010;A0074;08.11.2025;15.11.2025;4161000;financing;;WBAKELULRU024R8UC
S002397;L0013001;C003139;D003;V029;A0032;24.06.2025;02.08.2025;3127000;bank_transfer;580000;WBA1AME08872M5MFX
S002621;L0014218;C000512;D001;V026;A0012;10.03.2025;31.03.2025;2781000;financing;600000;WBAEGLF6BLPNB984N
S002262;L0012232;C004781;D003;V018;A0034;09.05.2026;31.05.2026;4700000;financing;;WBARKHPK11FUPAC5K
S000150;L0000840;C000204;D003;V025;A0031;29.08.2026;26.09.2026;2827000;financing;;WBADPEUBARY26PEM9
S002602;L0014101;C005600;D007;V004;A0071;08.01.2025;21.02.2025;4849000;bank_transfer;;WBA74G6604WGCW9E6
S000965;L0005081;C003194;D001;V006;A0011;06.01.2026;31.01.2026;7347000;financing;1410000;WBAUFLFWRVE2GBY7W
S000369;L0002063;C001916;D008;V032;A0084;25.08.2026;12.09.2026;6085000;cash;2650000;WBANJS4TKFT75521T
S001248;L0006636;C003871;D008;V027;A0082;02.01.2025;10.02.2025;3366000;cash;1670000;WBA2G7TWDBPCM7U17
S001874;L0010069;C003887;D010;V011;A0103;12.08.2025;08.09.2025;6085000;cash;;WBAY4ZHDL02M80NWC
S000790;L0004148;C001209;D002;V001;A0022;28.05.2025;01.07.2025;3359000;bank_transfer;;WBAMUX7A3B1C5V8ZL
S000135;L0000773;C001961;D001;V008;A0013;17.07.2025;18.08.2025;3887000;cash;;WBAESZWD2LBR4VA9M
S002176;L0011806;C002375;D001;V027;A0011;02.09.2025;09.10.2025;3431000;bank_transfer;1370000;WBAU8NU8H8D7MKC9Y
S000868;L0004541;C003634;D006;V024;A0064;07.11.2024;19.12.2024;2492000;bank_transfer;;WBA15CPHJ6GNK3FBY
S002532;L0013699;C000097;D007;V012;A0072;14.01.2026;10.02.2026;6837000;bank_transfer;;WBARGL0DXE6VVEFEG
S000760;L0004019;C005750;D011;V019;A0111;23.07.2026;28.07.2026;4299000;cash;;WBA3E9U5S2KW9CVC8
S001879;L0010110;C002001;D007;V029;A0073;01.12.2025;06.01.2026;3090000;financing;;WBAC069GKRBNGJ3M9
S002194;L0011894;C001466;D014;V024;A0143;15.09.2025;01.10.2025;2473000;cash;760000;WBAN09LF017ZXABRY
S000977;L0005149;C002457;D003;V021;A0031;23.09.2024;03.11.2024;6740000;financing;2800000;WBAJCHGHDWW6UFFNX
S000696;L0003764;C004884;D001;V020;A0012;06.06.2025;10.06.2025;6237000;cash;;WBAMZ46LEFTAWEM04
S001272;L0006782;C002101;D001;V026;A0014;11.06.2026;02.07.2026;2770000;financing;;WBA0Z18M8PUF4SJM7
S000222;L0001221;C002774;D003;V004;A0033;15.10.2025;06.11.2025;4859000;cash;;WBA2R6XRWH07B8MTG
S001739;L0009359;C005904;D002;V002;A0023;07.06.2025;16.06.2025;3794000;bank_transfer;;WBARLM20GKRSLS6MR
S001810;L0009656;C005947;D002;V027;A0021;01.09.2025;15.09.2025;3470000;financing;;WBA65NU0VD227N714
S000694;L0003752;C001038;D005;V024;A0051;14.07.2026;12.08.2026;2562000;cash;;WBAA8NH1X03PVB94J
S000174;L0000958;C001157;D003;V024;A0034;27.03.2026;10.05.2026;2650000;financing;;WBA4PPD791CXBKE4G
S002267;L0012241;C001278;D005;V024;A0052;19.02.2026;08.03.2026;2553000;financing;;WBA3E0MR9LWSR8T2K
S000804;L0004214;C002323;D001;V026;A0012;01.01.2026;05.02.2026;2808000;cash;;WBANW277HX6U8RC10
S002308;L0012495;C002576;D004;V026;A0043;08.02.2025;21.02.2025;2854000;cash;;WBASEY4YPBKTNMH72
S001238;L0006583;C003274;D003;V001;A0034;03.08.2026;15.08.2026;3338000;cash;;WBADKSNHWZMS2A4ST
S002480;L0013423;C003650;D005;V004;A0053;09.07.2026;19.08.2026;4935000;financing;;WBA4L56MX7W6742TF
S002591;L0014037;C001230;D011;V005;A0112;19.01.2026;20.02.2026;6344000;financing;;WBA21R23TEHUCE3Z6
S000153;L0000866;C001566;D007;V002;A0071;22.07.2025;25.08.2025;3741000;bank_transfer;;WBAHW6DD0W7UYY7LK
S002592;L0014039;C002597;D011;V002;A0114;29.12.2025;04.02.2026;3823000;cash;;WBAHF40Z8Z6U6AP96
S001038;L0005485;C001943;D014;V028;A0141;18.08.2026;17.09.2026;3742000;bank_transfer;;WBAM9SABRKSJVTLDA
S000271;L0001504;C005315;D004;V022;A0044;26.05.2026;09.06.2026;9084000;cash;2670000;WBAJX319YNJ6F8E34
S000841;L0004416;C000114;D003;V019;A0034;10.11.2025;07.12.2025;4182000;bank_transfer;1070000;WBA00FP0TAR25142B
S001097;L0005735;C001000;D003;V026;A0032;13.10.2025;01.11.2025;2728000;financing;1310000;WBAMKF4UNDPE7C9NW
S000651;L0003496;C001301;D001;V008;A0012;30.04.2026;31.05.2026;4114000;bank_transfer;;WBAKLBS38RH5YCPGB
S001042;L0005492;C003809;D006;V024;A0063;20.07.2026;12.08.2026;2488000;cash;;WBAVWW7XAP68JEUCT
S000508;L0002728;C003208;D001;V025;A0012;08.08.2026;09.09.2026;3050000;cash;1150000;WBAHBALHJGJ3F25AF
S000409;L0002283;C002978;D004;V003;A0043;14.01.2026;24.02.2026;4385000;bank_transfer;;WBABTTALLGVAGNXSR
S000412;L0002303;C005011;D006;V033;A0061;02.04.2025;22.04.2025;5029000;cash;;WBAX4DAVDRVTRC48T
S002395;L0012997;C001857;D001;V002;A0012;09.12.2024;18.12.2024;3875000;cash;1510000;WBAW2U9E98W1183PV
S000258;L0001435;C002892;D004;V003;A0043;24.12.2025;06.02.2026;4386000;financing;;WBAGZ16Z6ENY85TTD
S001913;L0010293;C000910;D002;V032;A0023;23.07.2026;05.08.2026;5960000;financing;;WBAL5KKJUCSZ7G4BP
S000408;L0002272;C005176;D013;V020;A0132;05.08.2026;10.09.2026;5953000;cash;;WBA13B27LAK1RNVKL
S001074;L0005611;C002007;D003;V010;A0033;07.11.2024;08.12.2024;4600000;financing;;WBAPMF70U9MBVGR3E
S002463;L0013328;C003502;D007;V002;A0072;26.12.2025;05.01.2026;3716000;financing;;WBA85CGNGXGDTV00L
S000255;L0001413;C005256;D009;V020;A0091;22.08.2025;14.09.2025;6167000;cash;;WBALZA86BDLUJERFZ
S000465;L0002558;C002391;D004;V002;A0044;30.12.2025;16.01.2026;3771000;financing;;WBAZDVKRVXZVJPCEW
S001222;L0006515;C002820;D002;V012;A0022;02.06.2026;29.06.2026;6615000;cash;;WBAX84XYBYJ9WCV10
S000860;L0004520;C001063;D001;V024;A0014;14.10.2025;03.11.2025;2386000;financing;;WBAUPWRB42XUAV4VE
S000169;L0000947;C001693;D014;V032;A0142;27.01.2025;12.03.2025;5833000;cash;2520000;WBA2NUKSYX122CD5Z
S000686;L0003716;C002135;D014;V002;A0141;12.07.2025;21.08.2025;3835000;financing;1870000;WBA8FJK237XJAWVL2
S001848;L0009895;C002075;D008;V024;A0083;22.09.2025;25.10.2025;2332000;cash;;WBA8Z8SNKRBLA742G
S001917;L0010307;C000154;D007;V025;A0074;31.05.2025;19.06.2025;2753000;financing;;WBADVABUFW0FMNG2T
S000292;L0001640;C002363;D011;V006;A0113;31.12.2025;08.02.2026;7416000;bank_transfer;;WBAL6E2ZE38C2N2UR
S002629;L0014271;C002022;D001;V010;A0012;21.02.2026;26.02.2026;4437000;financing;;WBAAFMEWUSUSCZ13G
S000403;L0002241;C002068;D007;V017;A0072;04.06.2026;15.07.2026;3686000;financing;;WBA16TLA821YFZYKS
S000136;L0000777;C004781;D002;V033;A0021;06.11.2025;18.11.2025;5396000;cash;1440000;WBASGPL3ZZ5TSP1L9
S002581;L0013966;C000793;D001;V010;A0013;09.07.2025;12.08.2025;4389000;cash;;WBABBAKKU42XL64TM
S000678;L0003652;C005209;D002;V002;A0023;20.02.2026;15.03.2026;3750000;financing;;WBAK1FCECF77UZ2V2
S001059;L0005561;C000234;D002;V018;A0024;04.05.2026;21.05.2026;4507000;financing;;WBAG2JMBNC52J6TXV
S001260;L0006686;C001959;D005;V025;A0054;26.01.2026;29.01.2026;3050000;financing;;WBAPHX3TCUH6DVSR3
S000421;L0002348;C003821;D010;V027;A0101;03.10.2024;24.10.2024;3355000;cash;;WBARCKBSTGETZ74T3
S002054;L0011087;C001043;D003;V002;A0032;05.03.2026;29.03.2026;3656000;bank_transfer;;WBAXJHSND3AL9WB20
S001214;L0006442;C002720;D007;V003;A0072;15.07.2025;28.07.2025;4411000;cash;;WBABXTFK2X28SH76G
S000411;L0002293;C004875;D002;V021;A0022;16.12.2025;31.12.2025;6982000;cash;;WBASKMSEUF8AKN317
S000933;L0004867;C004902;D014;V020;A0143;22.09.2025;21.10.2025;6464000;bank_transfer;;WBAXC48R23WFJ13LW
S001860;L0009967;C000476;D002;V002;A0021;24.06.2026;26.07.2026;3779000;financing;;WBAHK10CUGRRHY35J
S001732;L0009318;C004216;D010;V035;A0102;15.12.2025;28.01.2026;7490000;cash;;WBA8DKWC0GA5T8VDG
S000211;L0001173;C002527;D005;V017;A0052;11.09.2025;16.10.2025;3914000;cash;;WBAYTN66TMNS6NPBG
S001905;L0010252;C005577;D004;V026;A0042;15.12.2025;13.01.2026;2649000;financing;;WBABE3GRZMGKEJ2PV
S002343;L0012659;C001043;D003;V024;A0034;27.02.2025;02.04.2025;2499000;financing;1090000;WBAHGAVASVVUBZ4UV
S000720;L0003847;C003173;D004;V018;A0043;12.03.2026;01.04.2026;4431000;cash;1860000;WBARGHF9XGU15M2MY
S001386;L0007507;C000175;D006;V008;A0062;20.10.2025;28.11.2025;4130000;cash;1160000;WBAAJY335HD6KP0SD
S000464;L0002557;C002774;D010;V018;A0103;25.08.2025;03.10.2025;4357000;bank_transfer;;WBA6PWCVYD5S5BPPB
S001654;L0008989;C000332;D004;V008;A0043;29.04.2026;05.06.2026;3917000;financing;;WBAFABFD3G88RBZP6
S000431;L0002391;C001873;D003;V016;A0034;04.10.2025;09.11.2025;5128000;financing;2460000;WBA0Z99WMHWT04JBT
S002340;L0012656;C004604;D001;V002;A0012;17.06.2025;23.06.2025;3781000;cash;;WBA65CTX6KLZZZCBU
S001558;L0008412;C000642;D003;V003;A0032;17.09.2025;06.10.2025;4340000;financing;;WBA33ZPUXK5U2XMTN
S002000;L0010785;C004562;D013;V016;A0133;06.06.2026;04.07.2026;4959000;cash;;WBAX8ZXT99U4P54J4
S002103;L0011373;C002799;D003;V001;A0031;14.11.2025;10.12.2025;3411000;cash;;WBADP9MSL3T1AHCV3
S002418;L0013093;C005353;D009;V024;A0091;06.08.2025;29.08.2025;2488000;financing;;WBABFG580TPRKYCWM
S002152;L0011690;C000590;D002;V027;A0022;25.05.2026;17.06.2026;3525000;cash;;WBAA9L9JP0E2PXXKC
S000333;L0001895;C006108;D001;V012;A0012;18.07.2026;27.08.2026;6744000;financing;;WBA9X96KCLM62ZR7N
S000840;L0004415;C000677;D003;V003;A0034;17.01.2026;02.02.2026;4566000;cash;;WBA1X7FPPAYTXTPCX
S002358;L0012775;C004474;D003;V025;A0031;06.11.2024;08.12.2024;2770000;bank_transfer;;WBABTU4P62861XRWF
S001187;L0006225;C005166;D006;V009;A0062;06.10.2025;19.11.2025;4895000;financing;;WBAYFDM4LVVF7HSD9
S001785;L0009546;C000045;D002;V005;A0021;28.02.2026;06.03.2026;6501000;cash;;WBANLPTV228A09PKJ
S002401;L0013032;C003513;D004;V017;A0041;07.01.2025;20.01.2025;3773000;cash;910000;WBA5R35XY877MEFWV
S000773;L0004067;C000572;D007;V010;A0072;18.03.2025;23.04.2025;4480000;financing;1990000;WBA2YNKP5BGHFD0EY
S002491;L0013475;C002196;D001;V011;A0014;11.08.2026;27.08.2026;6196000;cash;;WBATJS6LU5R4FPPAK
S000423;L0002370;C004481;D011;V004;A0114;08.05.2026;19.06.2026;4999000;cash;;WBAJAVSC1UXVZJAXF
S000200;L0001111;C001429;D007;V004;A0074;14.05.2026;19.05.2026;4956000;cash;;WBAYBA23KZSMXU0HP
S001092;L0005707;C003130;D003;V025;A0033;07.10.2024;12.10.2024;2947000;bank_transfer;1130000;WBAMZSH1AFYSLTEJ8
S001217;L0006447;C001812;D004;V017;A0043;29.07.2026;19.08.2026;3795000;financing;;WBAYNFBL76U8TLM05
S000290;L0001626;C002209;D007;V012;A0071;17.06.2026;16.07.2026;6898000;financing;;WBABB9H5C7TUMFRUN
S000247;L0001373;C006014;D005;V034;A0053;15.12.2025;14.01.2026;5819000;cash;;WBAYK2FHB7AKKUSKV
S002204;L0011928;C000223;D002;V033;A0021;22.04.2026;24.05.2026;5154000;cash;;WBAXE99HLYLW1M8A0
S000904;L0004742;C005090;D008;V010;A0081;24.07.2026;09.08.2026;4271000;bank_transfer;;WBAS6RAYM0HX3KGKV
S000679;L0003670;C003640;D001;V027;A0014;04.08.2025;17.08.2025;3489000;bank_transfer;1280000;WBA7FZH8ET1R5PWVC
S001362;L0007360;C005643;D005;V020;A0052;01.12.2025;13.12.2025;6204000;cash;;WBACVDNEGZAZ3G62U
S001350;L0007271;C000666;D014;V019;A0144;25.12.2025;29.01.2026;4247000;financing;;WBAT74JLNBSUN7GSU
S001573;L0008520;C000843;D002;V010;A0021;14.08.2026;14.09.2026;4415000;bank_transfer;;WBA3SJ9X9W5XKB8Y3
S002096;L0011312;C004456;D007;V017;A0073;21.07.2026;27.07.2026;3961000;financing;;WBALA2UF3TWDHY6P6
S001085;L0005659;C003597;D004;V010;A0041;21.10.2024;13.11.2024;4285000;financing;1560000;WBARBDJYA24NYYVZE
S002195;L0011895;C001577;D006;V024;A0061;01.07.2026;08.08.2026;2483000;cash;;WBABGWJB4EWV93X7A
S002064;L0011132;C001875;D003;V027;A0034;12.03.2025;02.04.2025;3700000;cash;;WBASWTUA8MWW9H6ET
S001353;L0007286;C001263;D005;V029;A0053;13.04.2026;19.05.2026;3281000;bank_transfer;;WBAP7FBBJZ246LUJ3
S001452;L0007865;C004160;D003;V027;A0031;16.07.2025;16.08.2025;3465000;financing;;WBAUK85HAJ821W314
S000941;L0004951;C006149;D014;V003;A0143;01.05.2025;29.05.2025;4306000;bank_transfer;;WBALGWJHMY6GGXZGY
S002388;L0012954;C003635;D002;V026;A0021;18.08.2025;30.09.2025;2654000;cash;910000;WBAEKUCXBSMSF31T7
S001209;L0006410;C002710;D001;V009;A0012;26.11.2024;06.01.2025;4552000;bank_transfer;;WBAKG3VXLLJVE0SW9
S001188;L0006227;C005405;D004;V024;A0041;10.03.2025;30.03.2025;2526000;financing;670000;WBAJAP6VAPV4SLN7N
S000105;L0000608;C005108;D004;V034;A0044;12.06.2025;15.07.2025;5870000;financing;;WBABHTAGUP5CG4UWG
S001914;L0010297;C005173;D001;V027;A0011;10.10.2025;19.10.2025;3414000;cash;1690000;WBAAPB8BBNYVRBSUN
S001190;L0006252;C001154;D002;V002;A0022;06.12.2025;05.01.2026;3777000;cash;1600000;WBA0VZWGMCTG76VWJ
S002263;L0012234;C001911;D001;V008;A0013;02.10.2025;25.10.2025;4046000;bank_transfer;;WBA9TKPCEV0CLMYHB
S001952;L0010508;C002061;D002;V001;A0023;18.09.2025;02.10.2025;3086000;financing;;WBAD9Y7HUBZ3Y4L98
S002370;L0012832;C003836;D014;V002;A0142;10.04.2026;19.05.2026;3802000;financing;1430000;WBAC7TN7NMK46WJ9K
S002145;L0011630;C003111;D010;V024;A0101;26.03.2025;07.04.2025;2643000;financing;;WBAJ3XGVP4WG86TZ2
S000227;L0001242;C001334;D005;V008;A0051;25.08.2025;28.09.2025;4033000;cash;;WBASJ39R0J9ZT34JK
S000232;L0001262;C005260;D009;V011;A0092;02.10.2025;18.10.2025;6141000;cash;;WBA4Y3JRKWCB0ZHZN
S002217;L0012010;C000474;D001;V028;A0011;08.12.2025;16.01.2026;3726000;financing;;WBA70SNWZ2CPD2BFM
S000568;L0003003;C000433;D001;V032;A0014;25.09.2024;27.10.2024;5605000;cash;;WBAPFEJK4GMJNHE00
S000112;L0000638;C002262;D003;V035;A0033;15.12.2025;02.01.2026;7900000;financing;2410000;WBAR6A8389314422B
S000052;L0000317;C005690;D008;V027;A0081;30.07.2025;05.09.2025;3622000;financing;;WBA5WP1UK5E0T96KX
S002536;L0013741;C005183;D001;V017;A0014;10.02.2025;14.02.2025;3881000;bank_transfer;;WBAP7WKXJ76HXG35H
S001223;L0006518;C003251;D001;V009;A0013;25.10.2025;05.11.2025;4536000;bank_transfer;1680000;WBAPYAV0V9MX3XPUC
S001730;L0009311;C001695;D003;V018;A0031;08.03.2025;31.03.2025;4312000;financing;;WBAUUZ4RUF6TBZENV
S002582;L0013972;C003434;D005;V001;A0054;30.08.2025;24.09.2025;3351000;bank_transfer;;WBAV08NDR5ECV0XGZ
S001519;L0008231;C004022;D007;V027;A0071;13.05.2025;13.06.2025;3507000;financing;;WBAS2ZPHV5CB5X8U5
S002124;L0011481;C003557;D004;V024;A0044;17.07.2025;14.08.2025;2461000;cash;;WBA9FGY0SVHN8L65F
S001205;L0006366;C003644;D012;V005;A0122;05.02.2026;24.02.2026;6724000;financing;3200000;WBA17RNGPY79PBFUE
S000440;L0002424;C001864;D007;V033;A0073;04.08.2025;15.09.2025;5084000;cash;;WBAUY283KZB8WPDMS
S002175;L0011800;C001197;D006;V019;A0064;15.05.2026;15.06.2026;4410000;cash;;WBARU6KU0UUC68ZAA
S001376;L0007459;C001541;D002;V020;A0021;31.03.2026;22.04.2026;6199000;financing;;WBAGV0G0AW92UGPDL
S002429;L0013146;C002020;D001;V025;A0013;16.07.2026;16.08.2026;2785000;cash;880000;WBA003MH7R47X1SJS
S000832;L0004377;C003206;D002;V002;A0022;20.05.2026;25.06.2026;3619000;financing;1500000;WBAFAXMJXTNSMRHUP
S001537;L0008304;C005614;D003;V003;A0032;19.11.2025;04.12.2025;4455000;cash;;WBA4F0ACHD99UW9CN
S001100;L0005751;C000723;D002;V033;A0024;22.09.2025;30.10.2025;5216000;cash;2050000;WBA503AU8D3GEUBJC
S002458;L0013306;C003133;D002;V017;A0023;17.12.2024;08.01.2025;3909000;financing;1350000;WBASF7KRZEM4Y7DAC
S001652;L0008982;C004732;D004;V024;A0044;02.01.2026;08.02.2026;2437000;cash;;WBAP0WGDL25B8YSK5
S000656;L0003521;C005185;D005;V026;A0053;13.04.2026;19.05.2026;2797000;financing;;WBABUH3BWWCZW0PGY
S000213;L0001178;C002723;D007;V032;A0072;05.01.2026;15.02.2026;5840000;financing;;WBANPSA5A5PMLRGCL
S001903;L0010238;C005169;D004;V017;A0043;16.12.2025;27.01.2026;4036000;financing;;WBAR9T4MGJ7CZUGUT
S000768;L0004046;C001458;D009;V034;A0091;09.04.2026;23.04.2026;5493000;cash;;WBAJA91LFAKXMSF0J
S001331;L0007174;C002978;D010;V027;A0104;02.04.2026;09.05.2026;3564000;financing;;WBAHPKMW0SST0C18E
S002599;L0014082;C000478;D007;V020;A0071;29.12.2025;24.01.2026;6162000;financing;2470000;WBAL0B7271HSRBBXD
S000314;L0001779;C001011;D002;V001;A0024;23.04.2026;01.05.2026;3247000;financing;;WBABWT182H2CBMM4C
S002098;L0011329;C005324;D003;V004;A0034;09.12.2025;06.01.2026;4754000;cash;;WBA9KYZ409CLEJY1A
S001944;L0010450;C000718;D014;V027;A0143;05.05.2025;07.06.2025;3607000;cash;;WBAAYVEKU2WJTU4DS
S000908;L0004763;C004799;D006;V001;A0064;21.08.2026;05.09.2026;3368000;financing;1550000;WBAXE1WC54Y6SL5RS
S000788;L0004140;C003014;D006;V011;A0061;25.06.2025;25.07.2025;6178000;cash;;WBANBVDSAEBJZGGCK
S000979;L0005163;C005324;D001;V019;A0013;01.06.2026;17.06.2026;4334000;bank_transfer;1640000;WBATWKABC6LU67SB7
S002376;L0012893;C005392;D012;V019;A0124;19.03.2026;22.04.2026;4304000;cash;;WBACD0XF4VNXU8T1F
S000219;L0001212;C001857;D004;V028;A0043;23.12.2024;09.01.2025;3920000;financing;;WBAM07X4CN8PE74AC
S002389;L0012955;C005457;D002;V006;A0021;15.01.2025;21.02.2025;7035000;financing;;WBAJRB3U1VFXXHL6N
S001107;L0005775;C003454;D011;V029;A0113;08.01.2026;03.02.2026;3150000;financing;;WBASFLFV4LH80UFG4
S001369;L0007394;C000276;D005;V008;A0053;07.08.2025;29.08.2025;3841000;financing;;WBAV6G2L8UJAB2320
S002162;L0011749;C002518;D006;V029;A0064;29.12.2025;31.01.2026;3244000;financing;;WBAGNN14S6RY30T5Z
S001617;L0008800;C000384;D002;V033;A0021;12.02.2026;06.03.2026;4978000;bank_transfer;;WBA4ZFATFR8EEURKZ
S001012;L0005366;C003276;D001;V020;A0012;12.05.2026;26.05.2026;6123000;financing;;WBAPRB38JYUFS84ZR
S002012;L0010835;C004499;D004;V029;A0042;14.03.2026;20.03.2026;3206000;financing;;WBA7FX8GF9MWJ7NST
S002255;L0012187;C000020;D007;V003;A0073;22.08.2026;08.09.2026;4416000;bank_transfer;;WBAJZ9NUGE54SE0H7
S002439;L0013192;C001468;D003;V003;A0032;27.05.2026;30.06.2026;4490000;financing;1150000;WBAY99AU2D9GWVD2M
S000536;L0002877;C000087;D006;V028;A0064;10.11.2025;24.11.2025;3918000;cash;1150000;WBA1FY5P0W60WNTPJ
