TEKLIF_NO;LEAD_ID;ARAC_KODU;BAYI_KODU;TEKLIF_TARIHI;LISTE_FIYATI;ISKONTO_ORANI;NET_FIYAT;FINANSMAN;GECERLILIK_TARIHI;TEKLIF_DURUMU
O000294;L0000643;V033;D004;06.06.2026;5400000;5,77;5088000;E;20.06.2026;rejected
O000295;L0000644;V026;D004;04.07.2025;2900000;0,0;2900000;H;18.07.2025;rejected
O000296;L0000646;V028;D006;06.12.2025;4000000;3,85;3846000;H;20.12.2025;rejected
O000297;L0000649;V030;D001;19.01.2026;11900000;6,79;11091000;H;02.02.2026;rejected
O000298;L0000651;V029;D003;31.01.2025;3300000;6,68;3079000;E;14.02.2025;rejected
O000299;L0000652;V019;D002;06.05.2026;4500000;7,33;4170000;H;20.05.2026;rejected
O000300;L0000654;V006;D009;20.05.2026;7800000;6,13;;H;03.06.2026;rejected
O000301;L0000655;V024;D008;03.07.2026;2650000;3,48;2557000;E;17.07.2026;rejected
O000302;L0000657;V017;D006;13.04.2026;4100000;5,76;3863000;H;27.04.2026;rejected
O000303;L0000659;V026;D010;02.01.2026;2900000;0,0;2900000;H;16.01.2026;rejected
O000304;L0000662;V030;D010;23.06.2025;11900000;5,87;11201000;H;07.07.2025;accepted
O000305;L0000667;V024;D014;08.11.2025;2650000;4,17;2539000;E;22.11.2025;rejected
O000306;L0000668;V025;D006;01.09.2025;3050000;1,69;2998000;E;15.09.2025;rejected
O000307;L0000669;V037;D001;22.09.2025;17500000;5,74;16495000;H;06.10.2025;accepted
O000308;L0000671;V033;D005;02.07.2026;5400000;4,69;5146000;H;16.07.2026;accepted
O000309;L0000674;V018;D001;05.11.2025;4700000;5,02;4463000;H;19.11.2025;accepted
O000310;L0000675;V024;D008;17.02.2026;2650000;3,41;2559000;H;03.03.2026;rejected
O000311;L0000677;V002;D001;25.03.2026;3900000;2,15;3816000;H;08.04.2026;rejected
O000312;L0000678;V026;D001;12.07.2025;2900000;6,81;2702000;E;26.07.2025;accepted
O000313;L0000682;V011;D009;01.06.2026;6400000;2,68;6228000;H;15.06.2026;rejected
O000314;L0000684;V010;D008;21.04.2026;4600000;6,18;4315000;E;05.05.2026;rejected
O000315;L0000686;V032;D006;31.01.2025;6200000;3,71;5969000;H;14.02.2025;accepted
O000316;L0000687;V033;D009;18.03.2025;5400000;4,31;5167000;E;01.04.2025;rejected
O000317;L0000688;V016;D002;06.01.2025;5300000;1,4;5225000;E;20.01.2025;accepted
O000318;L0000689;V032;D007;09.12.2024;6200000;6,32;5808000;E;23.12.2024;rejected
O000319;L0000692;V037;D006;20.01.2025;17500000;7,07;16262000;H;03.02.2025;accepted
O000320;L0000694;V026;D002;01.05.2026;2900000;2,4;2830000;H;15.05.2026;rejected
O000321;L0000696;V027;D007;08.10.2024;3700000;5,37;3501000;E;22.10.2024;rejected
O000322;L0000698;V032;D005;06.06.2026;6200000;2,57;6040000;H;20.06.2026;rejected
O000323;L0000699;V013;D001;09.10.2025;11200000;3,87;10766000;E;23.10.2025;accepted
O000324;L0000701;V026;D014;14.04.2025;2900000;5,62;2736000;E;28.04.2025;accepted
O000325;L0000702;V001;D010;22.11.2024;3450000;5,48;3261000;H;06.12.2024;rejected
O000326;L0000703;V008;D001;22.12.2025;4200000;5,71;3960000;E;05.01.2026;rejected
O000327;L0000704;V017;D006;01.01.2026;4100000;5,32;3881000;E;15.01.2026;rejected
O000328;L0000705;V033;D009;14.08.2026;5400000;4,46;5159000;E;28.08.2026;rejected
O000329;L0000707;V008;D003;18.08.2026;4200000;8,08;3860000;H;01.09.2026;accepted
O000330;L0000708;V028;D002;30.06.2025;4000000;5,56;3777000;E;14.07.2025;rejected
O000331;L0000709;V012;D006;28.09.2024;7100000;0,0;7100000;H;12.10.2024;rejected
O000332;L0000715;V011;D010;07.05.2026;6400000;2,34;6250000;H;21.05.2026;rejected
O000333;L0000716;V031;D003;13.08.2026;10800000;7,61;9977000;E;27.08.2026;rejected
O000334;L0000725;V018;D004;17.04.2026;4700000;7,37;4353000;H;01.05.2026;rejected
O000335;L0000727;V036;D001;18.02.2026;14200000;3,07;13763000;H;04.03.2026;rejected
O000336;L0000729;V009;D004;20.06.2025;4900000;3,83;4712000;H;04.07.2025;rejected
O000337;L0000730;V025;D005;04.05.2026;3050000;1,39;3007000;E;18.05.2026;accepted
O000338;L0000731;V024;D004;16.07.2026;2650000;5,17;2513000;E;30.07.2026;accepted
O000339;L0000732;V028;D010;26.03.2025;4000000;0,98;3960000;H;09.04.2025;accepted
O000340;L0000736;V027;D009;22.10.2025;3700000;4,46;3535000;H;05.11.2025;accepted
O000341;L0000738;V011;D004;05.08.2026;6400000;6,04;6013000;H;19.08.2026;accepted
O000342;L0000742;V004;D002;17.02.2025;5100000;2,34;4980000;H;03.03.2025;accepted
O000343;L0000745;V025;D006;15.07.2025;3050000;4,51;2912000;H;29.07.2025;accepted
O000344;L0000746;V019;D007;23.06.2025;4500000;2,02;4409000;H;07.07.2025;accepted
O000345;L0000750;V017;D004;22.04.2026;4100000;2,77;3986000;H;06.05.2026;rejected
O000346;L0000754;V022;D008;24.04.2025;9800000;3,24;9482000;E;08.05.2025;rejected
O000347;L0000757;V008;D006;15.11.2025;4200000;0,0;4200000;H;29.11.2025;rejected
O000348;L0000764;V002;D004;20.05.2025;3900000;0,0;3900000;E;03.06.2025;rejected
O000349;L0000765;V008;D003;26.08.2026;4200000;3,75;4042000;H;09.09.2026;accepted
O000350;L0000767;V017;D008;24.12.2025;4100000;5,13;3889000;E;07.01.2026;accepted
O000351;L0000772;V002;D004;16.01.2026;3900000;7,19;3619000;E;30.01.2026;rejected
O000352;L0000773;V008;D001;07.07.2025;4200000;7,44;3887000;H;21.07.2025;accepted
O000353;L0000776;V001;D007;31.12.2025;3450000;4,88;3281000;H;14.01.2026;rejected
O000354;L0000777;V033;D002;29.10.2025;5400000;0,06;5396000;H;12.11.2025;accepted
O000355;L0000780;V026;D002;04.02.2025;2900000;3,25;2805000;H;18.02.2025;accepted
O000356;L0000781;V014;D005;17.02.2026;12300000;0,53;12234000;H;03.03.2026;rejected
O000357;L0000782;V009;D007;12.01.2026;4900000;0,05;4897000;H;26.01.2026;rejected
O000358;L0000785;V013;D003;02.04.2026;11200000;4,54;10691000;H;16.04.2026;rejected
O000359;L0000787;V033;D008;17.04.2026;5400000;6,97;5023000;H;01.05.2026;accepted
O000360;L0000790;V029;D005;25.01.2025;3300000;2,4;3220000;H;08.02.2025;rejected
O000361;L0000791;V009;D007;10.08.2026;4900000;1,11;4845000;E;24.08.2026;rejected
O000362;L0000798;V019;D006;04.06.2026;4500000;2,9;4369000;H;18.06.2026;rejected
O000363;L0000800;V033;D002;18.05.2026;5400000;5,32;5112000;E;01.06.2026;accepted
O000364;L0000801;V017;D002;13.01.2026;4100000;4,1;3931000;H;27.01.2026;accepted
O000365;L0000803;V024;D006;06.08.2026;2650000;7,93;2439000;E;20.08.2026;accepted
O000366;L0000806;V020;D001;22.12.2025;6600000;2,74;6419000;H;05.01.2026;accepted
O000367;L0000807;V024;D001;03.04.2026;2650000;4,9;2520000;H;17.04.2026;rejected
O000368;L0000808;V034;D002;20.03.2026;6100000;0,35;6078000;H;03.04.2026;accepted
O000369;L0000810;V020;D009;11.09.2025;6600000;3,36;6377000;E;25.09.2025;rejected
O000370;L0000811;V026;D002;27.05.2026;2900000;4,37;2773000;H;10.06.2026;rejected
O000371;L0000813;V002;D002;22.01.2026;3900000;6,3;3654000;H;05.02.2026;accepted
O000372;L0000815;V020;D009;12.01.2026;6600000;1,73;6485000;H;26.01.2026;rejected
O000373;L0000816;V013;D001;16.12.2024;11200000;4,36;10711000;E;30.12.2024;accepted
O000374;L0000817;V017;D009;15.06.2026;4100000;2,63;3992000;H;29.06.2026;rejected
O000375;L0000820;V020;D001;29.11.2025;6600000;3,14;6392000;H;13.12.2025;rejected
O000376;L0000821;V008;D007;06.04.2026;4200000;0,39;4183000;E;20.04.2026;accepted
O000377;L0000825;V003;D009;24.03.2025;4650000;3,67;4479000;E;07.04.2025;rejected
O000378;L0000827;V018;D013;03.12.2025;4700000;4,84;4472000;H;17.12.2025;rejected
O000379;L0000829;V004;D001;21.08.2025;5100000;10,8;4549000;H;04.09.2025;rejected
O000380;L0000831;V019;D001;09.08.2025;4500000;0,0;4500000;E;23.08.2025;rejected
O000381;L0000833;V016;D003;27.04.2026;5300000;0,0;5300000;E;11.05.2026;rejected
O000382;L0000836;V017;D006;18.02.2026;4100000;8,97;3732000;H;04.03.2026;accepted
O000383;L0000837;V027;D001;26.11.2025;3700000;2,25;3616000;E;10.12.2025;accepted
O000384;L0000839;V019;D013;10.01.2026;4500000;3,62;4337000;E;24.01.2026;accepted
O000385;L0000840;V025;D003;24.08.2026;3050000;7,29;2827000;E;07.09.2026;accepted
O000386;L0000842;V024;D005;13.07.2026;2650000;4,89;2520000;E;27.07.2026;rejected
O000387;L0000843;V001;D002;31.07.2026;3450000;4,4;3298000;H;14.08.2026;accepted
O000388;L0000845;V032;D008;08.06.2026;6200000;6,52;5795000;H;22.06.2026;rejected
O000389;L0000847;V022;D001;19.03.2026;9800000;2,57;9548000;H;02.04.2026;rejected
O000390;L0000850;V010;D002;23.06.2026;4600000;5,76;4334000;E;07.07.2026;accepted
O000391;L0000851;V007;D009;27.01.2026;14500000;5,31;13730000;E;10.02.2026;rejected
O000392;L0000857;V025;D005;04.06.2026;3050000;5,5;2882000;E;18.06.2026;rejected
O000393;L0000862;V020;D014;25.07.2025;6600000;4,98;6271000;H;08.08.2025;rejected
O000394;L0000866;V002;D007;08.07.2025;3900000;4,07;3741000;H;22.07.2025;accepted
O000395;L0000867;V037;D012;28.05.2026;17500000;8,77;15964000;E;11.06.2026;rejected
O000396;L0000869;V013;D004;25.08.2026;11200000;5,61;10571000;H;08.09.2026;open
O000397;L0000870;V017;D007;10.02.2025;4100000;7,5;3792000;H;24.02.2025;accepted
O000398;L0000871;V002;D014;29.11.2025;3900000;2,8;3790000;E;13.12.2025;accepted
O000399;L0000873;V017;D014;30.03.2026;4100000;2,44;3999000;H;13.04.2026;accepted
O000400;L0000874;V024;D003;05.06.2026;2650000;4,44;2532000;E;19.06.2026;rejected
O000401;L0000875;V014;D006;20.10.2025;12300000;5,17;11664000;H;03.11.2025;rejected
O000402;L0000876;V009;D008;19.09.2025;4900000;0,0;4900000;H;03.10.2025;rejected
O000403;L0000880;V016;D004;24.02.2025;5300000;7,39;4908000;H;10.03.2025;rejected
O000404;L0000882;V024;D003;09.06.2026;2650000;4,03;2543000;H;23.06.2026;accepted
O000405;L0000884;V036;D006;05.05.2026;14200000;6,08;13336000;H;19.05.2026;rejected
O000406;L0000885;V008;D003;31.12.2025;4200000;5,81;3955000;E;14.01.2026;accepted
O000407;L0000887;V016;D004;03.06.2025;5300000;6,09;4977000;H;17.06.2025;accepted
O000408;L0000888;V016;D002;01.12.2025;5300000;4,96;5037000;E;15.12.2025;rejected
O000409;L0000892;V023;D001;31.07.2026;15900000;5,99;14947000;E;14.08.2026;rejected
O000410;L0000893;V032;D005;15.07.2025;6200000;6,83;5776000;E;29.07.2025;rejected
O000411;L0000895;V017;D009;22.11.2025;4100000;1,98;4018000;H;06.12.2025;rejected
O000412;L0000897;V025;D007;16.08.2025;3050000;2,16;2984000;E;30.08.2025;rejected
O000413;L0000899;V001;D003;13.09.2025;3450000;2,48;3364000;H;27.09.2025;rejected
O000414;L0000900;V004;D002;27.03.2026;5100000;-5,0;4940000;H;10.04.2026;rejected
O000415;L0000902;V026;D006;18.03.2026;2900000;4,88;2758000;E;01.04.2026;rejected
O000416;L0000904;V001;D010;11.04.2025;3450000;8,79;3146000;H;25.04.2025;accepted
O000417;L0000905;V024;D008;05.08.2025;2650000;1,27;2616000;H;19.08.2025;accepted
O000418;L0000906;V003;D007;12.12.2025;4650000;5,92;4374000;H;26.12.2025;accepted
O000419;L0000908;V032;D001;24.12.2024;6200000;2,43;6049000;E;07.01.2025;rejected
O000420;L0000912;V019;D004;01.05.2026;4500000;0,1;4495000;H;15.05.2026;accepted
O000421;L0000914;V004;D004;17.11.2025;5100000;5,79;4804000;H;01.12.2025;rejected
O000422;L0000915;V020;D012;05.12.2025;6600000;0,0;6600000;H;19.12.2025;rejected
O000423;L0000917;V009;D007;20.10.2025;4900000;2,75;4765000;H;03.11.2025;rejected
O000424;L0000918;V029;D002;28.04.2026;3300000;9,31;2992000;E;12.05.2026;accepted
O000425;L0000919;V028;D006;13.01.2026;4000000;1,8;3928000;E;27.01.2026;rejected
O000426;L0000923;V029;D007;23.02.2026;3300000;4,69;3145000;E;09.03.2026;accepted
O000427;L0000925;V024;D004;27.01.2025;2650000;6,47;2478000;H;10.02.2025;rejected
O000428;L0000929;V024;D011;25.08.2026;2650000;3,35;2561000;H;08.09.2026;open
O000429;L0000935;V032;D002;18.12.2025;6200000;7,53;5732000;H;01.01.2026;rejected
O000430;L0000936;V026;D006;24.12.2024;2900000;5,09;2752000;E;07.01.2025;rejected
O000431;L0000937;V027;D014;03.03.2025;3700000;2,97;3589000;E;17.03.2025;accepted
O000432;L0000938;V011;D010;06.02.2026;6400000;4,3;6125000;E;20.02.2026;rejected
O000433;L0000940;V025;D007;20.01.2026;3050000;6,01;2866000;E;03.02.2026;accepted
O000434;L0000941;V025;D002;05.11.2025;3050000;5,13;2893000;H;19.11.2025;rejected
O000435;L0000942;V028;D004;17.07.2026;4000000;4,87;3805000;E;31.07.2026;rejected
O000436;L0000943;V028;D007;09.01.2026;4000000;4,24;3830000;E;23.01.2026;accepted
O000437;L0000946;V017;D004;30.09.2024;4100000;9,15;3725000;H;14.10.2024;rejected
O000438;L0000947;V032;D014;25.01.2025;6200000;5,9;5833000;H;08.02.2025;accepted
O000439;L0000948;V019;D002;10.08.2026;4500000;3,3;4351000;H;24.08.2026;expired
O000440;L0000950;V031;D005;20.10.2025;10800000;6,53;10094000;E;03.11.2025;accepted
O000441;L0000951;V027;D002;21.07.2025;3700000;4,06;3549000;E;04.08.2025;accepted
O000442;L0000952;V029;D006;10.01.2025;3300000;0,0;3300000;E;24.01.2025;accepted
O000443;L0000953;V028;D007;06.06.2026;4000000;2,58;3896000;H;20.06.2026;rejected
O000444;L0000955;V024;D004;06.11.2024;2650000;4,65;2526000;E;20.11.2024;rejected
O000445;L0000956;V001;D007;04.07.2025;3450000;5,72;3252000;H;18.07.2025;accepted
O000446;L0000958;V024;D003;23.03.2026;2650000;0,0;2650000;E;06.04.2026;accepted
O000447;L0000963;V019;D007;14.10.2025;4500000;7,51;4162000;H;28.10.2025;rejected
O000448;L0000966;V016;D003;02.02.2026;5300000;2,13;5187000;H;16.02.2026;accepted
O000449;L0000968;V024;D007;28.02.2026;2650000;6,51;2477000;H;14.03.2026;rejected
O000450;L0000969;V029;D008;27.04.2026;3300000;7,78;3043000;H;11.05.2026;rejected
O000451;L0000970;V006;D008;20.12.2025;7800000;7,14;7243000;E;03.01.2026;rejected
O000452;L0000971;V033;D004;26.02.2026;5400000;3,1;5232000;E;12.03.2026;rejected
O000453;L0000972;V003;D007;09.11.2024;4650000;0,57;4623000;H;23.11.2024;rejected
O000454;L0000975;V017;D004;10.12.2025;4100000;1,71;4029000;E;24.12.2025;rejected
O000455;L0000977;V027;D005;16.09.2025;3700000;8,42;3388000;E;30.09.2025;rejected
O000456;L0000980;V017;D004;27.10.2025;4100000;3,03;3975000;H;10.11.2025;rejected
O000457;L0000985;V012;D003;11.09.2025;7100000;2,94;6891000;H;25.09.2025;rejected
O000458;L0000988;V026;D004;23.10.2025;2900000;6,13;2722000;H;06.11.2025;rejected
O000459;L0000993;V017;D012;10.01.2026;4100000;7,79;3780000;H;24.01.2026;rejected
O000460;L0000997;V029;D002;01.11.2025;3300000;0,0;3300000;H;15.11.2025;accepted
O000461;L0000998;V019;D004;17.11.2025;4500000;7,47;4163000;H;01.12.2025;rejected
O000462;L0001002;V029;D012;23.06.2026;3300000;10,64;2948000;E;07.07.2026;accepted
O000463;L0001005;V017;D001;14.02.2026;4100000;5,17;3888000;H;28.02.2026;rejected
O000464;L0001006;V033;D003;24.07.2025;5400000;5,35;5111000;H;07.08.2025;accepted
O000465;L0001007;V012;D002;25.08.2025;7100000;3,07;6882000;E;08.09.2025;accepted
O000466;L0001012;V009;D009;15.01.2025;4900000;3,7;4718000;H;29.01.2025;accepted
O000467;L0001013;V006;D012;18.12.2024;7800000;6,99;7254000;E;01.01.2025;accepted
O000468;L0001016;V001;D007;31.03.2026;3450000;3,92;3314000;H;14.04.2026;rejected
O000469;L0001019;V032;D004;23.04.2026;6200000;8,86;5650000;E;07.05.2026;rejected
O000470;L0001021;V009;D009;13.01.2026;4900000;1,17;4842000;E;27.01.2026;rejected
O000471;L0001022;V020;D008;10.02.2026;6600000;9,93;5944000;H;24.02.2026;accepted
O000472;L0001024;V029;D009;06.03.2025;3300000;5,09;3132000;H;20.03.2025;rejected
O000473;L0001026;V003;D006;24.02.2026;4650000;8,28;4265000;H;10.03.2026;accepted
O000474;L0001027;V017;D009;16.07.2025;4100000;7,09;3809000;H;30.07.2025;rejected
O000475;L0001029;V018;D002;29.05.2025;4700000;4,95;4467000;H;12.06.2025;rejected
O000476;L0001031;V034;D001;19.05.2026;6100000;6,23;5719000;H;02.06.2026;accepted
O000477;L0001032;V016;D002;19.08.2026;5300000;7,5;4902000;H;02.09.2026;open
O000478;L0001034;V032;D013;07.03.2026;6200000;1,81;6087000;E;21.03.2026;rejected
O000479;L0001035;V019;D001;01.08.2026;4500000;8,15;4133000;E;15.08.2026;rejected
O000480;L0001036;V006;D005;08.05.2025;7800000;2,68;7591000;H;22.05.2025;rejected
O000481;L0001037;V011;D008;16.12.2025;6400000;4,22;6129000;E;30.12.2025;accepted
O000482;L0001038;V020;D013;06.03.2025;6600000;0,93;6538000;H;20.03.2025;rejected
O000483;L0001042;V012;D004;16.12.2025;7100000;5,08;6739000;H;30.12.2025;accepted
O000484;L0001045;V005;D001;30.12.2025;6900000;3,49;6659000;E;13.01.2026;accepted
O000485;L0001047;V021;D008;21.07.2026;7400000;1,36;7299000;E;04.08.2026;rejected
O000486;L0001048;V002;D001;19.05.2025;3900000;7,02;3626000;E;02.06.2025;accepted
O000487;L0001049;V017;D006;16.01.2026;4100000;5,24;3885000;H;30.01.2026;rejected
O000488;L0001051;V024;D006;26.01.2026;2650000;4,53;2529000;H;09.02.2026;accepted
O000489;L0001052;V017;D002;29.01.2026;4100000;7,35;3798000;H;12.02.2026;accepted
O000490;L0001053;V035;D002;20.08.2025;7900000;6,07;7420000;H;03.09.2025;rejected
O000491;L0001058;V029;D007;20.06.2026;3300000;3,11;3197000;E;04.07.2026;rejected
O000492;L0001060;V017;D001;11.11.2025;4100000;0,95;4061000;H;25.11.2025;accepted
O000493;L0001061;V008;D014;19.04.2025;4200000;3,24;4063000;H;03.05.2025;rejected
O000494;L0001065;V024;D009;26.01.2026;2650000;6,0;2490000;H;09.02.2026;rejected
O000495;L0001068;V006;D004;01.01.2026;7800000;6,39;7301000;H;15.01.2026;rejected
O000496;L0001069;V005;D003;01.11.2025;6900000;6,27;6467000;H;15.11.2025;rejected
O000497;L0001071;V018;D008;23.05.2026;4700000;6,23;4407000;E;06.06.2026;rejected
O000498;L0001072;V009;D004;03.11.2025;4900000;5,22;4643000;E;17.11.2025;rejected
O000499;L0001073;V018;D001;28.11.2025;4700000;1,14;4646000;H;12.12.2025;accepted
O000500;L0001074;V021;D009;10.12.2025;7400000;5,35;7004000;E;24.12.2025;rejected
O000501;L0001076;V015;D005;28.02.2026;16800000;5,49;15877000;H;14.03.2026;rejected
O000502;L0001077;V005;D014;04.09.2025;6900000;7,96;6350000;H;18.09.2025;rejected
O000503;L0001078;V034;D010;21.04.2026;6100000;2,24;5963000;H;05.05.2026;accepted
O000504;L0001083;V033;D005;16.04.2026;5400000;3,4;5216000;E;30.04.2026;accepted
O000505;L0001084;V001;D002;20.10.2025;3450000;2,31;3370000;E;03.11.2025;rejected
O000506;L0001086;V022;D014;08.05.2026;9800000;2,44;9560000;H;22.05.2026;accepted
O000507;L0001087;V024;D009;27.10.2025;2650000;5,24;2511000;H;10.11.2025;accepted
O000508;L0001088;V019;D007;21.04.2025;4500000;1,95;4412000;E;05.05.2025;rejected
O000509;L0001089;V033;D001;07.02.2026;5400000;5,17;5120000;E;21.02.2026;rejected
O000510;L0001090;V024;D004;31.07.2026;2650000;0,89;2626000;E;14.08.2026;rejected
O000511;L0001092;V008;D012;22.01.2026;4200000;2,98;4074000;H;05.02.2026;rejected
O000512;L0001095;V008;D002;02.04.2025;4200000;6,66;3920000;H;16.04.2025;rejected
O000513;L0001098;V001;D007;06.05.2025;3450000;1,87;3385000;H;20.05.2025;accepted
O000514;L0001099;V001;D009;19.12.2025;3450000;1,59;3395000;E;02.01.2026;rejected
O000515;L0001101;V029;D003;21.06.2025;3300000;5,98;3102000;E;05.07.2025;accepted
O000516;L0001103;V010;D002;02.06.2025;4600000;0,0;4600000;E;16.06.2025;rejected
O000517;L0001104;V004;D001;01.11.2024;5100000;4,85;4852000;H;15.11.2024;accepted
O000518;L0001105;V028;D003;26.03.2026;4000000;0,0;4000000;H;09.04.2026;rejected
O000519;L0001106;V028;D001;27.04.2026;4000000;3,83;3846000;E;11.05.2026;rejected
O000520;L0001109;V011;D007;26.08.2026;6400000;3,87;6152000;H;09.09.2026;open
O000521;L0001111;V004;D007;11.05.2026;5100000;2,82;4956000;H;25.05.2026;accepted
O000522;L0001112;V026;D006;16.08.2025;2900000;4,35;2773000;E;30.08.2025;rejected
O000523;L0001117;V026;D001;02.01.2026;2900000;6,68;2706000;H;16.01.2026;accepted
O000524;L0001123;V018;D009;02.10.2025;4700000;7,61;4342000;H;16.10.2025;accepted
O000525;L0001124;V001;D003;22.07.2026;3450000;5,53;3259000;E;05.08.2026;rejected
O000526;L0001125;V019;D005;24.08.2026;4500000;4,13;4314000;H;07.09.2026;accepted
O000527;L0001126;V008;D008;10.01.2026;4200000;6,08;3944000;E;24.01.2026;rejected
O000528;L0001127;V018;D012;04.11.2024;4700000;4,21;4502000;E;18.11.2024;accepted
O000529;L0001130;V017;D003;11.01.2025;4100000;4,6;3911000;H;25.01.2025;rejected
O000530;L0001136;V001;D013;17.07.2026;3450000;1,45;3399000;E;31.07.2026;rejected
O000531;L0001140;V001;D003;04.08.2026;3450000;3,08;3343000;H;18.08.2026;rejected
O000532;L0001141;V018;D013;16.04.2026;4700000;3,25;4547000;H;30.04.2026;rejected
O000533;L0001143;V002;D009;28.02.2026;3900000;5,38;3690000;H;14.03.2026;rejected
O000534;L0001144;V027;D012;01.05.2026;3700000;6,56;3457000;E;15.05.2026;accepted
O000535;L0001149;V017;D009;13.06.2026;4100000;5,37;3879000;H;27.06.2026;accepted
O000536;L0001151;V010;D001;25.10.2025;4600000;6,78;4288000;E;08.11.2025;accepted
O000537;L0001152;V026;D014;08.08.2026;2900000;0,51;2885000;H;22.08.2026;rejected
O000538;L0001154;V031;D006;27.06.2026;10800000;2,98;10478000;E;11.07.2026;rejected
O000539;L0001155;V019;D006;22.07.2025;4500000;3,82;4328000;H;05.08.2025;rejected
O000540;L0001157;V015;D003;20.06.2026;16800000;1,89;16483000;H;04.07.2026;rejected
O000541;L0001159;V029;D013;04.08.2025;3300000;8,23;3028000;H;18.08.2025;rejected
O000542;L0001160;V003;D001;13.11.2025;4650000;8,8;4240000;H;27.11.2025;accepted
O000543;L0001161;V006;D001;30.07.2026;7800000;2,3;7620000;H;13.08.2026;rejected
O000544;L0001162;V028;D005;24.11.2025;4000000;3,6;3855000;E;08.12.2025;rejected
O000545;L0001163;V017;D009;16.12.2025;4100000;0,0;4100000;H;30.12.2025;rejected
O000546;L0001164;V019;D002;23.04.2025;4500000;10,01;4049000;H;07.05.2025;accepted
O000547;L0001165;V005;D002;04.06.2026;6900000;3,07;6687000;E;18.06.2026;rejected
O000548;L0001166;V025;D010;27.10.2025;3050000;6,37;2855000;H;10.11.2025;rejected
O000549;L0001167;V019;D009;13.03.2026;4500000;3,79;4329000;E;27.03.2026;rejected
O000550;L0001169;V035;D004;18.08.2026;7900000;0,0;7900000;E;01.09.2026;accepted
O000551;L0001170;V003;D009;22.12.2025;4650000;6,23;4360000;E;05.01.2026;rejected
O000552;L0001171;V025;D002;20.07.2026;3050000;5,37;2886000;E;03.08.2026;rejected
O000553;L0001173;V017;D005;01.09.2025;4100000;4,53;3914000;H;15.09.2025;accepted
O000554;L0001174;V024;D013;26.03.2025;2650000;4,84;2521000;H;09.04.2025;rejected
O000555;L0001175;V011;D002;19.03.2026;6400000;4,08;6138000;H;02.04.2026;rejected
